"Order Number",SKU,Quantity,Carrier,"Service Level",Tracking,Cost,"Package Weight","Package Length","Package Width","Package Height"
="1065924",="00111203302-USED",="1",USPS,"USPS First Class",="9400111298370072828082",="2.78",,,,
="1065925",="VizioCord-100",="1",USPS,"USPS Priority",="9405511298370072826500",="7.8",,,,
="1065923",="BN39-02189A-NEW",="1",USPS,"USPS First Class",="9400111298370072852940",="3.18",,,,
="1065926",="BN94-07741A",="1",USPS,"USPS First Class",="9400111298370072857761",="3.25",,,,
="1065918",="6871L-3210F",="1",USPS,"USPS First Class",="9400111298370072851561",="2.78",,,,
="1065920",="A-1734-044-A",="1",USPS,"USPS Priority",="9405511298370072865028",="7.64",,,,
="1065749",="",="1",USPS,"USPS First Class",="9400111298370072562085",="3.67",,,,
="1065957",="IF_56807258",="1",USPS,"USPS First Class",="9400111298370074824129",="4.18",,,,
="1065979",="X001BOVEA5",="1",USPS,"USPS First Class",="9400111298370074828271",="2.84",,,,
="1065961",="65UJ7700-STAND-USED",="1",USPS,"USPS First Class",="9400111298370074821340",="5.27",,,,
="1065949",="32S327-USED",="1",USPS,"USPS First Class",="9400111298370074852153",="2.76",,,,
="1065976",="HU-RCRUS-21G-NEW",="1",USPS,"USPS First Class",="9400111298370074851750",="2.78",,,,
="1065934",="SA295-Q-DE-REM-USED",="1",USPS,"USPS First Class",="9400111298370074863340",="2.78",,,,
="1065963",="HU-RCRUS-21G-NEW",="1",USPS,"USPS First Class",="9400111298370074862954",="2.93",,,,
="1065980",="BN94-12295K",="1",USPS,"USPS First Class",="9400111298370074868161",="5.12",,,,
="1065959",="A-2167-843-A",="1",USPS,"USPS First Class",="9400111298370074883720",="2.78",,,,
="1065962",="BN94-07691W",="1",USPS,"USPS First Class",="9400111298370074880590",="4.46",,,,
="1065933",="78V0D000010",="1",USPS,"USPS First Class",="9400111298370074881580",="5.12",,,,
="1065930",="RUNTK0228FVZZ",="6",FEDEX,"FedEx Ground®",="395697853530",="10.16",,,,
="1065942",="BN96-44628V-N",="1",FEDEX,"FedEx Home Delivery®",="395697889883",="17.51",,,,
="1065974",="ABD8LMPW-001",="1",USPS,"USPS Priority",="9405511298370074336427",="8.59",,,,
="1065983",="32LF221U19-NEW",="1",USPS,"USPS First Class",="9400111298370074314941",="3.21",,,,
="1065984",="CIR-CIR-14",="1",USPS,"USPS First Class",="9400111298370074310295",="2.78",,,,
="1065968",="50PFL5704/F7-USED",="1",USPS,"USPS First Class",="9400111298370074317331",="3.31",,,,
="1065955",="65S405-USED",="1",USPS,"USPS First Class",="9400111298370074344344",="4.18",,,,
="1065935",="32S327-NEW",="1",USPS,"USPS Priority",="9405511298370074342107",="7.56",,,,
="1065958",="NS-55DF710NA19-USED",="1",USPS,"USPS First Class",="9400111298370074348557",="3.97",,,,
="1065946",="32S327-USED",="1",USPS,"USPS First Class",="9400111298370074370480",="2.78",,,,
="1065936",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370074371135",="2.74",,,,
="1065929",="056.04157.0031",="1",FEDEX,"FedEx One Rate® (2Day)",="395698264228",="8.2",,,,
="1065975",="67H1419",="1",USPS,"USPS Priority",="9405511298370074325339",="7.35",,,,
="1065932",="E55-D0-NEW",="1",FEDEX,"FedEx One Rate® (2Day)",="395698677321",="8.2",,,,
="1065932",="VizioCord-159",="1",FEDEX,"FedEx One Rate® (2Day)",="395698677321",="8.2",,,,
="1065965",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370074230814",="3.18",,,,
="1065970",="55.50T28.C03",="1",USPS,"USPS First Class",="9400111298370074213732",="3.25",,,,
="1065928",="BN94-14200D",="1",USPS,"USPS First Class",="9400111298370074218201",="5.12",,,,
="1065927",="08-MST1002-MA200AA",="1",USPS,"USPS First Class",="9400111298370074244385",="5.27",,,,
="1065967",="BN44-00668A",="1",USPS,"USPS Priority",="9405511298370074241431",="8.12",,,,
="1065972",="RUNTK5261TPZH",="1",USPS,"USPS First Class",="9400111298370074274382",="3.25",,,,
="1065941",="BN81-15726A",="1",USPS,"USPS First Class",="9400111298370074277345",="4",,,,
="1065945",="PLTVFY721XXD1",="1",FEDEX,"FedEx One Rate® (2Day)",="395699083485",="8.2",,,,
="1065982",="342911007101",="1",USPS,"USPS First Class",="9400111298370074225193",="3.31",,,,
="1065969",="W11261167",="1",USPS,"USPS Priority",="9405511298370074228661",="7.56",,,,
="1065921",="08-PE421C8-PL290AA",="1",FEDEX,"FedEx One Rate® (2Day)",="395699305950",="8.2",,,,
="1065940",="SY14395",="1",USPS,"USPS First Class",="9400111298370074283957",="4.32",,,,
="1065973",="69H1820",="1",USPS,"USPS First Class",="9400111298370074280680",="4.46",,,,
="1065939",="T8-32NAZP-MA4",="1",USPS,"USPS First Class",="9400111298370074209414",="5.4",,,,
="1065947",="48J1810",="1",USPS,"USPS First Class",="9400111298370074200015",="3.31",,,,
="1065960",="81-PBE045-M02",="1",USPS,"USPS First Class",="9400111298370074532963",="5.27",,,,
="1065953",="BN94-10553A",="1",USPS,"USPS First Class",="9400111298370074531348",="4.18",,,,
="1065954",="55.55T32.C32",="1",USPS,"USPS First Class",="9400111298370074518431",="3.31",,,,
="1065948",="BN44-00746A",="1",USPS,"USPS First Class",="9400111298370074544508",="4",,,,
="1065981",="3632-3212-0150",="1",USPS,"USPS First Class",="9400111298370074547417",="5.27",,,,
="1065944",="E600DLB013-005",="1",USPS,"USPS Priority",="9405511298370074576830",="10.54",,,,
="1065931",="BN94-07473Y",="1",FEDEX,"FedEx Ground®",="395699783164",="10.16",,,,
="1065931",="BN44-00734A",="1",FEDEX,"FedEx Ground®",="395699783164",="10.16",,,,
="1065931",="BN95-01781A",="1",FEDEX,"FedEx Ground®",="395699783164",="10.16",,,,
="1065966",="Y8387100S",="1",USPS,"USPS Priority",="9405511298370074598856",="7.8",,,,
="1065943",="0500-0614-0880",="1",USPS,"USPS Priority",="9405511298370074522233",="12.15",,,,
="1065943",="3643-0152-0150",="1",USPS,"USPS Priority",="9405511298370074522233",="12.15",,,,
="1065951",="1-474-296-11",="1",USPS,"USPS Priority",="9405511298370074521014",="9.54",,,,
="1065950",="BN44-00807A",="1",FEDEX,"FedEx Home Delivery®",="395699982380",="11.94",,,,
="1065964",="48-55-EH-RECT-USED-6",="1",FEDEX,"FedEx Home Delivery®",="395700024288",="15.85",,,,
="1065938",="BN96-35223A-BN96-38964W-17-1",="1",USPS,"USPS Priority",="9405511298370074568057",="8.04",,,,
="1065987",="E55-D0-NEW",="1",USPS,"USPS Priority",="9405511298370074798799",="7.98",,,,
="1065989",="48-55-EH-RECT-NEW-6",="1",USPS,"USPS Priority",="9405511298370074754924",="8.45",,,,
="1065986",="A-2170-502-A",="1",USPS,"USPS Priority",="9405511298370074757222",="11.18",,,,
="1065988",="BN44-00499A",="1",FEDEX,"FedEx One Rate® (2Day)",="395700909363",="8.2",,,,
="1065992",="EBT64235402",="1",USPS,"USPS First Class",="9400111298370077291485",="5.54",,,,
="1065998",="205974",="1",USPS,"USPS First Class",="9400111298370077225602",="4",,,,
="1065994",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370077531680",="2.93",,,,
="1066000",="W10168824",="1",USPS,"USPS First Class",="9400111298370077518704",="3.52",,,,
="1065997",="65UJ7700-STAND-USED",="1",USPS,"USPS First Class",="9400111298370077572898",="5.04",,,,
="1065993",="40S305-NEW",="1",USPS,"USPS First Class",="9400111298370077576049",="3.25",,,,
="1066002",="HU-RCRUS-21G-USED",="1",USPS,"USPS First Class",="9400111298370077594173",="2.84",,,,
="1065995",="BN94-13318D",="1",USPS,"USPS First Class",="9400111298370077598980",="5.4",,,,
="1066001",="XBR-65X950G-USED",="1",USPS,"USPS Priority",="9405511298370077526436",="10.64",,,,
="1065990",="39665A-39666A-16-14",="2",USPS,"USPS Priority",="9405511298370077555993",="8.59",,,,
="1066005",="BN96-44628U-N",="1",FEDEX,"FedEx Home Delivery®",="395708786768",="17.51",,,,
="1066004",="W10168824",="1",USPS,"USPS First Class",="9400111298370077727649",="3.67",,,,
="1065956",="BN94-12642F",="1",USPS,"USPS First Class",="9400111298370077412545",="5.27",,,,
="1065999",="246199",="1",USPS,"USPS First Class",="9400111298370077449497",="5.7",,,,
="1065952",="BN94-12642F",="1",USPS,"USPS First Class",="9400111298370077440685",="5.08",,,,
="1065937",="08-MST1005-MA200AA",="1",USPS,"USPS First Class",="9400111298370077441187",="4.18",,,,
="1066003",="BN44-00552A",="1",USPS,"USPS Priority",="9405511298370077470920",="11.18",,,,
="1065985",="205283001",="1",USPS,"USPS First Class",="9400111298370077471504",="3.23",,,,
="1065996",="BN94-12295J",="1",USPS,"USPS First Class",="9400111298370077421899",="4.08",,,,
="1065915",="682162001",="1",USPS,"USPS Priority",="9405511298370077452483",="8.76",,,,
="1066010",="6871L-3959A",="1",USPS,"USPS First Class",="9400111298370077613270",="2.84",,,,
="1066009",="72H0146",="1",USPS,"USPS First Class",="9400111298370077618756",="5.12",,,,
="1066007",="BN94-06741G",="1",USPS,"USPS Priority",="9405511298370077611934",="8.76",,,,
="1066006",="",="1",USPS,"USPS First Class",="9400111298370077679993",="2.78",,,,
="1065922",="",="1",USPS,"USPS First Class",="9400111298370077677500",="3.18",,,,
="1066008",="4C-LB3205-YHEX1",="1",USPS,"USPS First Class",="9400111298370077910218",="5.27",,,,
="1066040",="3903-000853-NEW-119",="1",USPS,"USPS First Class",="9400111298370071379981",="2.93",,,,
="1066087",="EX2300-C-RMK-NEW",="1",USPS,"USPS First Class",="9400111298370071377475",="5.7",,,,
="1066042",="RMF-TX310U-NEW",="1",USPS,"USPS First Class",="9400111298370071399262",="3.23",,,,
="1066073",="18321",="1",USPS,"USPS First Class",="9400111298370071394359",="4",,,,
="1066043",="49S405-USED",="1",USPS,"USPS First Class",="9400111298370071329276",="4",,,,
="1066060",="WD15X22948",="1",USPS,"USPS First Class",="9400111298370071324660",="3.67",,,,
="1066050",="UN55NU7100FXZA-STAND-NEW",="1",USPS,"USPS First Class",="9400111298370071322536",="5.12",,,,
="1066068",="65R6E1-NEW",="1",USPS,"USPS Priority",="9405511298370071326162",="10.53",,,,
="1066028",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370071353189",="3.18",,,,
="1066069",="D55N-E2-NEW",="1",USPS,"USPS First Class",="9400111298370071352212",="5.4",,,,
="1066041",="D65-E0-USED",="1",USPS,"USPS First Class",="9400111298370071357873",="5.12",,,,
="1066056",="UN65NU6900F-USED",="1",USPS,"USPS First Class",="9400111298370071364819",="5.08",,,,
="1066046",="3903-000853-NEW-193",="1",USPS,"USPS First Class",="9400111298370071366226",="3.25",,,,
="1066096",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370071383858",="2.93",,,,
="1066078",="EAY63031604",="1",FEDEX,"FedEx One Rate® (2Day)",="395748704923",="8.2",,,,
="1066094",="VizioCord-89",="1",USPS,"USPS First Class",="9400111298370071303122",="2.78",,,,
="1066016",="VizioCord-25",="1",USPS,"USPS First Class",="9400111298370071305867",="2.84",,,,
="1066082",="CIR-CIR-15",="1",USPS,"USPS First Class",="9400111298370071308882",="2.78",,,,
="1066071",="VizioCord-48",="1",USPS,"USPS First Class",="9400111298370071301302",="3.18",,,,
="1066015",="VizioCord-102",="1",USPS,"USPS First Class",="9400111298370071233146",="2.78",,,,
="1066020",="CIR-SQU-9",="1",USPS,"USPS First Class",="9400111298370071232873",="3.18",,,,
="1066052",="14222",="1",USPS,"USPS First Class",="9400111298370071236123",="2.78",,,,
="1066058",="VizioCord-135",="1",USPS,"USPS First Class",="9400111298370071213995",="3.18",,,,
="1066059",="14243",="1",USPS,"USPS First Class",="9400111298370071272466",="2.78",,,,
="1066091",="24PFL3603/F7-USED",="1",USPS,"USPS First Class",="9400111298370071276525",="2.76",,,,
="1066030",="CIR-SQU-17",="1",USPS,"USPS First Class",="9400111298370071229392",="2.78",,,,
="1066039",="LTD-6-NEW",="1",USPS,"USPS First Class",="9400111298370071225790",="3.21",,,,
="1066104",="RMF-TX310U-NEW",="1",USPS,"USPS First Class",="9400111298370071228975",="3.25",,,,
="1066092",="NS-32D220NA18-NEW",="1",USPS,"USPS First Class",="9400111298370071221921",="2.93",,,,
="1066044",="LJ94-28746E",="1",USPS,"USPS First Class",="9400111298370071254332",="3.18",,,,
="1066054",="55.65T50.C13",="1",USPS,"USPS Priority",="9405511298370071264570",="7.15",,,,
="1066095",="E4SW7019RKU-NEW",="1",FEDEX,"FedEx One Rate® (2Day)",="395749553234",="8.2",,,,
="1066035",="NS-RCRUS-19-USED",="1",USPS,"USPS First Class",="9400111298370071289105",="2.93",,,,
="1066070",="BN96-27252A",="1",USPS,"USPS First Class",="9400111298370071285978",="3.52",,,,
="1066079",="PX65-G1-USED",="1",USPS,"USPS Priority",="9405511298370071287975",="7.8",,,,
="1066062",="55.55T23.C10",="1",USPS,"USPS Priority",="9405511298370071204200",="7.15",,,,
="1066084",="BN59-01148B",="1",USPS,"USPS Priority",="9405511298370071207942",="7.15",,,,
="1066055",="BN95-00571B",="1",USPS,"USPS First Class",="9400111298370071534649",="3.25",,,,
="1066023",="55.50T15.C04",="1",USPS,"USPS Priority",="9405511298370071531917",="7.15",,,,
="1066090",="69.65S04.F01",="1",USPS,"USPS First Class",="9400111298370071515570",="3.21",,,,
="1066063",="342911007101",="1",USPS,"USPS Priority",="9405511298370071549004",="7.15",,,,
="1066014",="55.55T23.C05",="1",USPS,"USPS First Class",="9400111298370071545119",="3.25",,,,
="1066066",="JUC7.820.00164681",="1",USPS,"USPS First Class",="9400111298370071548486",="3.18",,,,
="1066099",="55.65T46.C01",="1",FEDEX,"FedEx One Rate® (2Day)",="395750115203",="8.2",,,,
="1066101",="1-897-099-11",="1",USPS,"USPS First Class",="9400111298370071577639",="3.25",,,,
="1066019",="BN96-40852A",="1",USPS,"USPS First Class",="9400111298370071593707",="2.76",,,,
="1066045",="SY15137",="1",USPS,"USPS First Class",="9400111298370071590973",="3.31",,,,
="1066075",="BN96-44735A",="1",USPS,"USPS First Class",="9400111298370071591215",="3.25",,,,
="1066100",="BN39-02395A-NEW-5",="1",USPS,"USPS First Class",="9400111298370071525142",="4",,,,
="1066048",="6871L-4216A",="1",USPS,"USPS First Class",="9400111298370071527627",="3.25",,,,
="1066049",="EBU64003101",="1",USPS,"USPS First Class",="9400111298370071554241",="4.18",,,,
="1066057",="A-2103-925-C",="1",USPS,"USPS First Class",="9400111298370071550403",="4.18",,,,
="1066077",="55.50T28.C03",="1",USPS,"USPS First Class",="9400111298370071565599",="3.23",,,,
="1066081",="8201661",="1",USPS,"USPS First Class",="9400111298370071567807",="5.12",,,,
="1066051",="3632-2642-0150",="1",USPS,"USPS First Class",="9400111298370071561409",="3.67",,,,
="1066034",="BN94-11169C",="1",USPS,"USPS First Class",="9400111298370071582091",="4.18",,,,
="1066053",="LNTVEY208XXB9",="1",USPS,"USPS First Class",="9400111298370071509449",="5.27",,,,
="1066026",="55.65T56.C01",="1",USPS,"USPS First Class",="9400111298370071502518",="3.67",,,,
="1066033",="BN94-06418T",="1",USPS,"USPS First Class",="9400111298370071507438",="4",,,,
="1066105",="SQTV58DA",="1",USPS,"USPS First Class",="9400111298370071734742",="4",,,,
="1066074",="BN94-07259E",="1",USPS,"USPS First Class",="9400111298370071737637",="5.27",,,,
="1066027",="184346",="1",FEDEX,"FedEx One Rate® (2Day)",="395750897809",="8.2",,,,
="1065978",="EAY63072101",="1",USPS,"USPS Priority",="9405511298370071743235",="7.64",,,,
="1066017",="6871L-3629E",="1",USPS,"USPS First Class",="9400111298370071740354",="3.97",,,,
="1066029",="Y8386296S",="1",USPS,"USPS First Class",="9400111298370071746417",="5.27",,,,
="1066047",="756TXHCB01K0080",="1",USPS,"USPS First Class",="9400111298370071772997",="5.4",,,,
="1066013",="BN44-00498B",="1",FEDEX,"FedEx One Rate® (2Day)",="395751112759",="8.2",,,,
="1066098",="EBT62986301",="1",USPS,"USPS First Class",="9400111298370071790168",="4",,,,
="1066089",="214722-M174801",="1",USPS,"USPS Priority",="9405511298370071791182",="7.98",,,,
="1066022",="RC440-NEW",="1",USPS,"USPS Priority",="9405511298370071728713",="7.15",,,,
="1066097",="68H1535",="1",USPS,"USPS First Class",="9400111298370071752883",="5.08",,,,
="1066103",="BN44-00498B",="1",USPS,"USPS Priority",="9405511298370071756310",="8.12",,,,
="1066086",="6871L-4628M",="1",FEDEX,"FedEx Ground®",="395751437408",="9.19",,,,
="1066083",="AB780MPW-001",="1",USPS,"USPS Priority",="9405511298370071766210",="10.33",,,,
="1066083",="ABD8RMMAR001",="1",USPS,"USPS Priority",="9405511298370071766210",="10.33",,,,
="1066102",="EBT62348105",="1",USPS,"USPS First Class",="9400111298370071780565",="5.4",,,,
="1066065",="RC-AFIR-USED",="1",USPS,"USPS First Class",="9400111298370071781197",="2.74",,,,
="1066038",="00415504",="1",USPS,"USPS First Class",="9400111298370071701676",="3.97",,,,
="1066018",="1-474-620-11",="1",USPS,"USPS Priority",="9405511298370071135276",="8.59",,,,
="1066076",="BN94-06167F",="1",USPS,"USPS Priority",="9405511298370071131278",="11.19",,,,
="1066036",="LJ92-01880A",="1",FEDEX,"FedEx Home Delivery®",="395751873039",="11.94",,,,
="1066088",="UN40J5200AF-USED",="1",FEDEX,"FedEx Home Delivery®",="395751918222",="13.49",,,,
="1066093",="48-55-EH-RECT-USED-6",="1",USPS,"USPS Priority",="9405511298370071142427",="11.49",,,,
="1066031",="UN40JU6400-USED",="1",USPS,"USPS Priority",="9405511298370071179515",="9.07",,,,
="1066080",="UN65MU9000FXZA-USED",="1",FEDEX,"FedEx Home Delivery®",="395752124016",="18.72",,,,
="1066037",="LC-48LE653U-USED",="1",FEDEX,"FedEx Home Delivery®",="395752232521",="13.49",,,,
="1066064",="OLED55C8A-UA-STAND-NEW",="1",FEDEX,"FedEx Home Delivery®",="395752277858",="22.75",,,,
="1066012",="BN96-38893A/BN96-38894A",="1",USPS,"USPS Priority",="9405511298370071159760",="11.19",,,,
="1066072",="BN96-32771A/32772A",="1",USPS,"USPS Priority",="9405511298370071151191",="11.19",,,,
="1066024",="BN96-34776A/BN96-34777A",="1",USPS,"USPS First Class",="9400111298370071168844",="4",,,,
="1066061",="4C-LB3205-YHEX1",="1",USPS,"USPS Priority",="9405511298370071184717",="11.19",,,,
="1066021",="5835-W43002-2P00-6",="1",USPS,"USPS First Class",="9400111298370071186886",="5.04",,,,
="1066067",="NC550DUE-VCCP1-10",="1",USPS,"USPS Priority",="9405511298370071103848",="11.19",,,,
="1066025",="SVY650A22",="1",USPS,"USPS Priority",="9405511298370071102049",="7.64",,,,
="1066032",="",="1",USPS,"USPS First Class",="9400111298370071435984",="3.67",,,,
="1065880",="W10567080",="1",FEDEX,"FedEx Home Delivery®",="395756155250",="14.2",,,,
="1066109",="VizioCord-176",="1",USPS,"USPS Priority",="9405511298370015805210",="8.42",,,,
="1066106",="32LH500BUA-USED",="1",USPS,"USPS First Class",="9400111298370015800663",="2.78",,,,
="1066111",="00411253",="1",USPS,"USPS First Class",="9400111298370015801844",="4.08",,,,
="1066107",="TVD1801-15-USED",="1",USPS,"USPS First Class",="9400111298370015330368",="3.25",,,,
="1066108",="342911007101",="1",USPS,"USPS First Class",="9400111298370015336223",="3.67",,,,
="1066114",="756TXICB01K0140",="1",USPS,"USPS First Class",="9400111298370015314252",="5.12",,,,
="1066110",="78V0E000010",="1",USPS,"USPS First Class",="9400111298370015312395",="5.27",,,,
="1066113",="515Y35539M02",="2",FEDEX,"FedEx Home Delivery®",="395774770196",="11.89",,,,
="1066113",="515Y35539M05",="4",FEDEX,"FedEx Home Delivery®",="395774770196",="11.89",,,,
="1066112",="SVG600A30-REV00-5LED",="1",USPS,"USPS Priority",="9405511298370015363086",="8.76",,,,
="1066127",="CIR-CIR-12",="1",USPS,"USPS First Class",="9400111298370015388383",="3.18",,,,
="1066121",="02189A-02190A-NEW",="1",USPS,"USPS First Class",="9400111298370015386570",="2.78",,,,
="1066142",="VizioCord-154",="1",USPS,"USPS First Class",="9400111298370015303805",="3.25",,,,
="1066159",="02189A-02190A-NEW",="1",USPS,"USPS First Class",="9400111298370015305885",="2.93",,,,
="1066156",="VizioCord-45",="1",USPS,"USPS First Class",="9400111298370015302570",="2.84",,,,
="1066155",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370015235892",="3.18",,,,
="1066149",="X001BOVEA5",="1",USPS,"USPS First Class",="9400111298370015230217",="3.18",,,,
="1066168",="65R6E1-USED",="1",USPS,"USPS First Class",="9400111298370015588936",="5.4",,,,
="1066131",="LC-58Q620U-USED",="1",USPS,"USPS Priority",="9405511298370015581091",="8.12",,,,
="1066171",="X505BV-FSR-USED",="1",USPS,"USPS Priority",="9405511298370015505899",="7.56",,,,
="1066141",="BN96-36499F-USED",="1",USPS,"USPS First Class",="9400111298370015507432",="2.78",,,,
="1066143",="32LF221U19-USED",="1",USPS,"USPS First Class",="9400111298370015739185",="3.67",,,,
="1066147",="UN65MU8000FXZA-NEW",="1",USPS,"USPS Priority",="9405511298370015730628",="8.12",,,,
="1066136",="48C6-USED",="1",USPS,"USPS Priority",="9405511298370015731182",="7.98",,,,
="1066124",="32L310U18-USED",="1",USPS,"USPS First Class",="9400111298370015712683",="3.23",,,,
="1066125",="32S327-USED",="1",USPS,"USPS First Class",="9400111298370015716735",="2.78",,,,
="1066128",="32S327-USED",="1",USPS,"USPS Priority",="9405511298370015772765",="7.56",,,,
="1066161",="00424491",="2",USPS,"USPS First Class",="9400111298370015795334",="3.18",,,,
="1066123",="75UK6500-USED",="1",USPS,"USPS Priority",="9405511298370015796389",="7.84",,,,
="1066148",="248271A",="1",USPS,"USPS Priority",="9405511298370015725303",="7.56",,,,
="1066135",="JUC7.820.00181715",="1",USPS,"USPS First Class",="9400111298370015727502",="3.31",,,,
="1066150",="6871L-3850A",="1",USPS,"USPS First Class",="9400111298370015759343",="2.76",,,,
="1066117",="0500-0614-0421",="1",USPS,"USPS First Class",="9400111298370015758902",="5.27",,,,
="1066115",="6871L-3959A",="1",USPS,"USPS First Class",="9400111298370015769595",="2.78",,,,
="1066162",="BN94-12640X",="1",USPS,"USPS First Class",="9400111298370015767225",="5.12",,,,
="1066133",="BN94-09998B",="1",USPS,"USPS First Class",="9400111298370015789777",="5.54",,,,
="1066172",="EBT64418603",="1",USPS,"USPS First Class",="9400111298370015788800",="4.18",,,,
="1066151",="6871L-3831A",="1",USPS,"USPS First Class",="9400111298370015781870",="2.84",,,,
="1066165",="187160-1",="1",USPS,"USPS First Class",="9400111298370015700420",="4.18",,,,
="1066134",="A-2170-502-A",="1",USPS,"USPS Priority",="9405511298370015139773",="8.12",,,,
="1066116",="PKTV53DF",="1",USPS,"USPS First Class",="9400111298370015130111",="5.27",,,,
="1066144",="6M03B0001D000",="1",USPS,"USPS First Class",="9400111298370015131767",="5.12",,,,
="1066137",="T8-48NA1G-MA1",="1",USPS,"USPS Priority",="9405511298370015114138",="7.56",,,,
="1066169",="DP.D3553UC.C.A.1.NA",="1",USPS,"USPS First Class",="9400111298370015148314",="5.4",,,,
="1066129",="HV550QUB-N4D44",="1",USPS,"USPS First Class",="9400111298370015173842",="2.84",,,,
="1066174",="35-D013932-1",="1",USPS,"USPS First Class",="9400111298370015172104",="2.78",,,,
="1066157",="ADTVF1925XB1",="1",USPS,"USPS Priority",="9405511298370015199951",="9.54",,,,
="1066122",="BN94-06167F",="1",USPS,"USPS Priority",="9405511298370015194475",="11.19",,,,
="1066119",="50FS5600-NEW",="1",USPS,"USPS Priority",="9405511298370015197582",="8.54",,,,
="1066152",="DP32642-USED",="1",USPS,"USPS Priority",="9405511298370015123840",="8.45",,,,
="1066138",="W10498011",="1",USPS,"USPS First Class",="9400111298370015128125",="4",,,,
="1066166",="W10211457",="1",FEDEX,"FedEx Ground®",="395778340007",="8.7",,,,
="1066146",="55.55T10.C04",="1",USPS,"USPS First Class",="9400111298370015182288",="2.78",,,,
="1066139",="W10757838",="1",USPS,"USPS Priority",="9405511298370015107871",="9.53",,,,
="1066175",="EBT64292503",="1",USPS,"USPS Priority",="9405511298370015484033",="8.76",,,,
="1066158",="RC-AFIR-USED",="1",USPS,"USPS First Class",="9400111298370015487079",="2.78",,,,
="1066167",="RC280-CBS-REF",="1",USPS,"USPS First Class",="9400111298370015403178",="2.78",,,,
="1066160",="QRC280J-NEW",="1",USPS,"USPS First Class",="9400111298370015400245",="3.18",,,,
="1066132",="Elmo-RC-VHZ-Rem-USED",="1",USPS,"USPS First Class",="9400111298370015633131",="3.67",,,,
="1066163",="W10235651",="1",USPS,"USPS First Class",="9400111298370015630802",="3.31",,,,
="1066170",="WP3196262",="1",USPS,"USPS First Class",="9400111298370015636026",="2.74",,,,
="1066130",="HU-RCRUS-21G-NEW",="1",USPS,"USPS First Class",="9400111298370015610569",="2.78",,,,
="1066178",="BN96-46074G",="1",FEDEX,"FedEx Ground®",="395779583468",="8.7",,,,
="1066176",="6871L-5278C",="1",USPS,"USPS First Class",="9400111298370015675858",="3.21",,,,
="1066177",="4T-TCN550-CS15",="1",USPS,"USPS First Class",="9400111298370015671539",="2.78",,,,
="1066164",="U605CV-UMR-STAND-USED",="1",FEDEX,"FedEx One Rate® (2Day)",="395779703525",="8.2",,,,
="1066153",="BN96-34776A/BN96-34777A",="1",USPS,"USPS First Class",="9400111298370015696082",="4.46",,,,
="1066126",="6916L-2305A",="1",USPS,"USPS First Class",="9400111298370015620438",="5.27",,,,
="1066190",="",="1",USPS,"USPS First Class",="9400111298370012096397",="2.78",,,,
="1066185",="UN48JU6400-USED",="1",FEDEX,"FedEx Home Delivery®",="395783703929",="17.09",,,,
="1066180",="UN48J-SWIVEL-NEW-6",="1",USPS,"USPS Priority",="9405511298370012210246",="11.97",,,,
="1066187",="756TXHCB0QK0320",="1",USPS,"USPS Priority",="9405511298370012245361",="7.56",,,,
="1066183",="756TXHCB0QK0030",="1",USPS,"USPS Priority",="9405511298370012273173",="7.02",,,,
="1066184",="A-2170-502-A",="1",USPS,"USPS Priority",="9405511298370012277294",="8.12",,,,
="1066186",="H16092140",="1",USPS,"USPS First Class",="9400111298370012295592",="5.27",,,,
="1066182",="BN94-12240E",="1",USPS,"USPS First Class",="9400111298370012291808",="5.4",,,,
="1066181",="WPW10333842",="1",USPS,"USPS First Class",="9400111298370012224677",="3.93",,,,
="1066188",="ADTVF1925AB1",="1",USPS,"USPS Priority",="9405511298370012228722",="8.59",,,,
="1066145",="682162001",="1",USPS,"USPS Priority",="9405511298370012135976",="8.12",,,,
="1066154",="342911007101",="1",USPS,"USPS First Class",="9400111298370012114985",="3.25",,,,
="1066085",="BN96-37622A",="1",USPS,"USPS First Class",="9400111298370012116880",="5.4",,,,
="1066118",="BN94-15257A",="1",USPS,"USPS First Class",="9400111298370012189815",="5.12",,,,
="1066120",="IC-D-VZAA32D211A/B/C",="1",USPS,"USPS First Class",="9400111298370012188979",="5.08",,,,
="1066140",="09-70CAR040-00",="1",FEDEX,"FedEx Home Delivery®",="395786533384",="12.15",,,,
="1066194",="34014308",="1",USPS,"USPS Priority",="9405511298370012423189",="7.98",,,,
="1066191",="A-2170-502-A",="1",FEDEX,"FedEx One Rate® (2Day)",="395787352440",="8.2",,,,
="1066195",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370012633226",="2.93",,,,
="1066196",="T8-55NA1G-MA1",="1",USPS,"USPS First Class",="9400111298370012611835",="3.25",,,,
="1066197",="A-2201-064-A",="1",FEDEX,"FedEx One Rate® (2Day)",="395788466353",="8.2",,,,
="1066198",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370012916244",="2.93",,,,
