"Order Number",SKU,Quantity,Carrier,"Service Level",Tracking,Cost,"Package Weight","Package Length","Package Width","Package Height"
="1056898",="BN59-01301A-NEW-17",="1",USPS,"USPS First Class",="9400111298370170841501",="3.18",,,,
="1056874",="BN59-01301A-NEW-17",="1",USPS,"USPS First Class",="9400111298370170873700",="2.76",,,,
="1056872",="X325BV-FSR-REM-NEW",="1",USPS,"USPS First Class",="9400111298370170875131",="2.84",,,,
="1056914",="VizioCord-239",="1",USPS,"USPS First Class",="9400111298370170870181",="3.31",,,,
="1056895",="CIR-SQU-19",="1",USPS,"USPS First Class",="9400111298370170878361",="2.84",,,,
="1056875",="CIR-SQU-9",="1",USPS,"USPS First Class",="9400111298370170895443",="2.84",,,,
="1056873",="CIR-SQU-14",="1",USPS,"USPS First Class",="9400111298370170890516",="2.84",,,,
="1056917",="02189A-02190A-NEW",="1",USPS,"USPS First Class",="9400111298370170897386",="3.18",,,,
="1056887",="02189A-02190A-NEW",="1",USPS,"USPS First Class",="9400111298370170829240",="2.78",,,,
="1056856",="02189A-02190A-NEW",="1",USPS,"USPS First Class",="9400111298370170808290",="2.76",,,,
="1056894",="W10168824",="1",USPS,"USPS First Class",="9400111298370170378779",="3.23",,,,
="1056909",="UN50NU6900B-USED-2",="1",USPS,"USPS First Class",="9400111298370170376485",="3.97",,,,
="1056893",="40S325-USED",="1",USPS,"USPS First Class",="9400111298370170392522",="2.78",,,,
="1056897",="43LJ5500-USED",="1",USPS,"USPS First Class",="9400111298370170396827",="2.78",,,,
="1056868",="49S405-NEW",="1",USPS,"USPS First Class",="9400111298370170323380",="4.18",,,,
="1056857",="BN95-01336A",="1",USPS,"USPS First Class",="9400111298370170327326",="3.39",,,,
="1056886",="00415498",="1",USPS,"USPS First Class",="9400111298370170359662",="3.67",,,,
="1056902",="BN44-00807A",="1",FEDEX,"FedEx Home Delivery®",="392993193137",="13.07",,,,
="1056876",="209739",="1",USPS,"USPS Priority",="9405511298370170357746",="11.13",,,,
="1056858",="EAY64009501",="1",FEDEX,"FedEx One Rate® (2Day)",="392993260138",="8.2",,,,
="1056882",="98003061083-NEW",="1",USPS,"USPS Priority",="9405511298370170367110",="7.8",,,,
="1056903",="98003061083-NEW",="1",USPS,"USPS First Class",="9400111298370170388211",="2.76",,,,
="1056900",="BN95-02545A",="1",USPS,"USPS First Class",="9400111298370170303795",="3.21",,,,
="1056925",="AY085D-4HF02",="1",USPS,"USPS First Class",="9400111298370170300725",="4.46",,,,
="1056863",="EBR81340601",="1",USPS,"USPS First Class",="9400111298370170233979",="3.25",,,,
="1056891",="6871L-3454D",="1",USPS,"USPS First Class",="9400111298370170230954",="3.93",,,,
="1056908",="6871L-4631C",="1",USPS,"USPS First Class",="9400111298370170215296",="4",,,,
="1056933",="BN95-01131A",="1",USPS,"USPS First Class",="9400111298370170217641",="3.52",,,,
="1056869",="X001BOVEA5",="2",USPS,"USPS First Class",="9400111298370170245392",="5.4",,,,
="1056913",="20562",="1",USPS,"USPS First Class",="9400111298370170247228",="5.27",,,,
="1056931",="T8-50NA1G-MA1",="1",USPS,"USPS First Class",="9400111298370170241578",="4.46",,,,
="1056931",="55.50T20.C23",="1",USPS,"USPS First Class",="9400111298370170241578",="4.46",,,,
="1056880",="AE0140718",="1",USPS,"USPS First Class",="9400111298370170270073",="3.05",,,,
="1056929",="1-492-732-17",="1",USPS,"USPS Priority",="9405511298370170293242",="8.12",,,,
="1056879",="A-1734-044-A",="1",USPS,"USPS Priority",="9405511298370170298162",="11.19",,,,
="1056884",="EAD63127603-NEW",="1",USPS,"USPS First Class",="9400111298370170540275",="3.31",,,,
="1056866",="D50-F1-STAND-USED",="1",USPS,"USPS First Class",="9400111298370170525975",="5.12",,,,
="1056915",="D50-F1-STAND-USED",="1",USPS,"USPS First Class",="9400111298370170528853",="5.08",,,,
="1056877",="D32H-G9-USED",="1",USPS,"USPS First Class",="9400111298370170793558",="3.21",,,,
="1056883",="X505BV-FSR-NEW",="1",USPS,"USPS First Class",="9400111298370170798294",="3.23",,,,
="1056860",="X505BV-FSR-NEW",="1",USPS,"USPS First Class",="9400111298370170791295",="3.39",,,,
="1056888",="E43-F1-NEW",="1",FEDEX,"FedEx One Rate® (2Day)",="392994993915",="8.2",,,,
="1056889",="UN65NU6900F-USED",="1",USPS,"USPS First Class",="9400111298370170769072",="5.4",,,,
="1056864",="756TXFCB0QK0030",="1",FEDEX,"FedEx One Rate® (2Day)",="392995156433",="8.2",,,,
="1056899",="ERF3A69-NEW",="1",USPS,"USPS Priority",="9405511298370170556033",="7.8",,,,
="1056928",="BN96-18153A-NEW-113",="1",USPS,"USPS First Class",="9400111298370170560907",="2.78",,,,
="1056930",="D43FX-F4-USED",="1",FEDEX,"FedEx One Rate® (2Day)",="392994667243",="8.2",,,,
="1056904",="49H6E-NEW",="1",FEDEX,"FedEx One Rate® (2Day)",="392994698643",="8.2",,,,
="1056922",="M60-C3-USED",="1",FEDEX,"FedEx One Rate® (2Day)",="392994732528",="8.2",,,,
="1056910",="NS-55DF710NA19-NEW",="1",USPS,"USPS First Class",="9400111298370170711606",="4.08",,,,
="1056901",="65R617-USED",="1",USPS,"USPS Priority",="9405511298370170744904",="8.12",,,,
="1056932",="E43-F1-USED",="1",USPS,"USPS First Class",="9400111298370170742426",="3.31",,,,
="1056885",="EAD61273134-NEW",="1",USPS,"USPS First Class",="9400111298370170774922",="2.93",,,,
="1056916",="D40F-G9-NEW",="1",USPS,"USPS First Class",="9400111298370170776704",="3.31",,,,
="1056878",="UN65NU6900F-USED",="1",USPS,"USPS First Class",="9400111298370170702604",="5.27",,,,
="1056924",="EAD61273134-NEW",="1",USPS,"USPS First Class",="9400111298370170706145",="2.78",,,,
="1056861",="FW40D48F-USED",="1",USPS,"USPS First Class",="9400111298370170135228",="3.23",,,,
="1056918",="EL4KAMZ5517T-STAND-USED",="1",USPS,"USPS First Class",="9400111298370170119860",="4.08",,,,
="1056881",="E50-C1-NEW",="1",USPS,"USPS First Class",="9400111298370170142882",="5.27",,,,
="1056896",="BN91-17814W-REF",="1",USPS,"USPS Priority",="9405511298370170121392",="7.84",,,,
="1056919",="RTR4060-B-US-NEW",="1",USPS,"USPS Priority",="9405511298370170158039",="7.8",,,,
="1056862",="UN43J5202AFXZA-NEW",="1",USPS,"USPS First Class",="9400111298370170163474",="3.25",,,,
="1056907",="BN59-01267A-NEW",="1",USPS,"USPS First Class",="9400111298370170167236",="2.93",,,,
="1056947",="BN96-43169A-NEW-1",="1",USPS,"USPS First Class",="9400111298370170183601",="2.78",,,,
="1056865",="IF_C94F385E",="1",USPS,"USPS First Class",="9400111298370170107164",="2.78",,,,
="1056892",="M65-D0-NEW",="1",USPS,"USPS Priority",="9405511298370170416566",="8.59",,,,
="1056906",="WP3196262",="1",USPS,"USPS First Class",="9400111298370170494479",="3.18",,,,
="1056936",="W10703867",="1",USPS,"USPS Priority",="9405511298370170497121",="8.12",,,,
="1056912",="DC62-30314L",="1",USPS,"USPS First Class",="9400111298370170424735",="3.25",,,,
="1056859",="BN96-37774A-37775A-1",="1",USPS,"USPS First Class",="9400111298370170427927",="4.46",,,,
="1056934",="BN96-35206A/BN96-35207A",="1",USPS,"USPS First Class",="9400111298370170640531",="4.18",,,,
="1056944",="CIR-CIR-14",="1",USPS,"USPS First Class",="9400111298370170673256",="2.84",,,,
="1056935",="BN59-01301A-NEW-17",="1",USPS,"USPS First Class",="9400111298370170672020",="2.78",,,,
="1056938",="E55-D0-NEW",="1",FEDEX,"FedEx One Rate® (2Day)",="392996891853",="8.2",,,,
="1056943",="WB35X26196",="1",USPS,"USPS First Class",="9400111298370170693872",="5.4",,,,
="1056945",="N14080015",="1",USPS,"USPS First Class",="9400111298370170697085",="5.7",,,,
="1056942",="K16078532",="1",USPS,"USPS First Class",="9400111298370170653982",="5.7",,,,
="1056937",="LJ94-29118E",="1",USPS,"USPS First Class",="9400111298370170658499",="2.76",,,,
="1056926",="200263",="1",USPS,"USPS First Class",="9400111298370170662014",="5.4",,,,
="1056948",="N14100113",="1",USPS,"USPS First Class",="9400111298370170913888",="3.97",,,,
="1056949",="08-L141WA2-PW220AB",="1",FEDEX,"FedEx One Rate® (2Day)",="392997786192",="8.2",,,,
="1056905",="48-55-EH-RECT-USED-4",="1",FEDEX,"FedEx Home Delivery®",="392997878874",="12.29",,,,
="1056927",="BN96-35223A-BN96-38964W-38",="1",USPS,"USPS Priority",="9405511298370170909983",="9.39",,,,
="1056867",="342911003613",="1",USPS,"USPS First Class",="9400111298370176099890",="3.39",,,,
="1056954",="00111203302-NEW-5",="1",USPS,"USPS First Class",="9400111298370176246164",="2.93",,,,
="1056951",="EAD61273133-NEW",="1",USPS,"USPS First Class",="9400111298370176274495",="3.39",,,,
="1056953",="32LB5600-USED",="1",USPS,"USPS First Class",="9400111298370176277212",="3.93",,,,
="1056950",="AN-MR19BA-USED",="1",USPS,"USPS First Class",="9400111298370176271036",="3.31",,,,
="1056946",="43UK6500UA-USED",="1",USPS,"USPS First Class",="9400111298370176253506",="3.31",,,,
="1056970",="CIR-CIR-15",="1",USPS,"USPS First Class",="9400111298370171701514",="2.78",,,,
="1056964",="EAD61273134-NEW",="1",USPS,"USPS First Class",="9400111298370171132219",="3.18",,,,
="1056971",="00111203302-NEW-2",="1",USPS,"USPS First Class",="9400111298370171137306",="2.78",,,,
="1056960",="VizioCord-164",="1",FEDEX,"FedEx One Rate® (2Day)",="393009059830",="8.2",,,,
="1056972",="3903-001117-NEW-65",="1",USPS,"USPS First Class",="9400111298370171110323",="3.31",,,,
="1056968",="MBL66218804",="1",USPS,"USPS First Class",="9400111298370171145318",="3.25",,,,
="1056962",="08-L14TWA2-PW220AL",="1",USPS,"USPS First Class",="9400111298370171146971",="5.27",,,,
="1056966",="UN55NU8000FXZA-STAND-NEW",="1",FEDEX,"FedEx Home Delivery®",="393009249135",="20.66",,,,
="1056958",="LJ94-35367M",="1",USPS,"USPS First Class",="9400111298370171193517",="2.78",,,,
="1056963",="EBR74185001",="1",USPS,"USPS First Class",="9400111298370171124948",="3.21",,,,
="1056923",="EBU62007673-V2",="1",USPS,"USPS First Class",="9400111298370171154471",="3.25",,,,
="1056956",="BN94-07410S",="1",USPS,"USPS First Class",="9400111298370171181460",="4.18",,,,
="1056973",="BN91-17814W-REF",="1",USPS,"USPS Priority",="9405511298370171419269",="8.12",,,,
="1056959",="H19032-MT",="1",USPS,"USPS First Class",="9400111298370171418610",="4.32",,,,
="1056961",="UN75J6300STAND",="1",USPS,"USPS Priority",="9405511298370171447927",="9.07",,,,
="1056969",="LJ92-01871A",="1",USPS,"USPS First Class",="9400111298370171478416",="5.7",,,,
="1056967",="4T-TCN550-CS15",="1",FEDEX,"FedEx One Rate® (2Day)",="393010174538",="8.2",,,,
="1056952",="BN94-12662Z",="1",FEDEX,"FedEx One Rate® (2Day)",="393010766915",="8.2",,,,
="1056955",="139011900",="1",USPS,"USPS Priority",="9405511298370171672381",="9.5",,,,
="1056965",="222512B",="1",USPS,"USPS First Class",="9400111298370171695332",="5.27",,,,
="1056980",="EBT64473302",="1",USPS,"USPS First Class",="9400111298370173036263",="5.4",,,,
="1056980",="6871L-5403B",="1",USPS,"USPS First Class",="9400111298370173036263",="5.4",,,,
="1056976",="LJ92-01797A",="1",USPS,"USPS Priority",="9405511298370173873366",="7.84",,,,
="1056982",="65S405-BLACK-USED",="1",USPS,"USPS First Class",="9400111298370173878320",="5.7",,,,
="1056941",="BN96-36499F-USED",="1",USPS,"USPS First Class",="9400111298370173895150",="2.76",,,,
="1056977",="EAD61273133-NEW",="1",USPS,"USPS First Class",="9400111298370173897666",="3.23",,,,
="1056975",="111203301-NEW-2",="1",USPS,"USPS First Class",="9400111298370173829742",="3.05",,,,
="1056974",="BN59-01301A-NEW-17",="1",USPS,"USPS First Class",="9400111298370173824112",="2.78",,,,
="1056979",="BN44-00769A",="1",USPS,"USPS First Class",="9400111298370173820749",="5.12",,,,
="1056978",="RCA7",="1",USPS,"USPS First Class",="9400111298370173852740",="3.25",,,,
="1056981",="QN55Q7FAMFXZA-USED",="1",FEDEX,"FedEx Home Delivery®",="393013364575",="12.73",,,,
="1056986",="EAT63435701",="1",USPS,"USPS First Class",="9400111298370112214455",="2.76",,,,
="1057019",="00111203302-NEW-6",="1",USPS,"USPS First Class",="9400111298370112217197",="2.84",,,,
="1057028",="NS-43DF710NA19-USED",="1",USPS,"USPS First Class",="9400111298370112247118",="4",,,,
="1057035",="19393",="1",USPS,"USPS First Class",="9400111298370112279539",="5.4",,,,
="1057036",="BN96-26652B-NEW",="1",USPS,"USPS First Class",="9400111298370112270031",="2.93",,,,
="1057005",="EACDJ6E11",="1",USPS,"USPS First Class",="9400111298370112299827",="2.84",,,,
="1056988",="07-WM949B-ML0G-USED",="1",USPS,"USPS First Class",="9400111298370112292866",="3.25",,,,
="1056983",="55LB5900-NEW",="1",USPS,"USPS First Class",="9400111298370112296277",="5.27",,,,
="1057033",="226986A",="1",USPS,"USPS First Class",="9400111298370112223891",="5.7",,,,
="1057013",="55L421U-USED",="1",USPS,"USPS First Class",="9400111298370112253492",="5.12",,,,
="1057008",="VizioCord-132",="1",USPS,"USPS First Class",="9400111298370112258787",="2.84",,,,
="1057012",="VizioCord-17",="1",USPS,"USPS First Class",="9400111298370112251924",="3.25",,,,
="1057022","Square Circle",="1",FEDEX,"FedEx One Rate® (2Day)",="393035538556",="8.2",,,,
="1057020",="00111203302-NEW-6",="1",FEDEX,"FedEx One Rate® (2Day)",="393035587223",="8.2",,,,
="1057007",="UN50NU6900B-USED",="1",USPS,"USPS First Class",="9400111298370112202360",="4",,,,
="1057016",="M556-G4-NEW",="1",USPS,"USPS First Class",="9400111298370112759048",="5.12",,,,
="1057032",="E55-D0-NEW",="1",USPS,"USPS First Class",="9400111298370112752896",="5.7",,,,
="1057038",="19393",="1",USPS,"USPS First Class",="9400111298370112757686",="5.7",,,,
="1057046",="NS-55D510NA19-USED",="1",USPS,"USPS First Class",="9400111298370112769511",="3.97",,,,
="1057054",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370112762895",="2.93",,,,
="1057014",="09-70CAR000-00",="1",USPS,"USPS Priority",="9405511298370112140528",="15.74",,,,
="1056994",="A-2068-395-B",="1",USPS,"USPS Priority",="9405511298370112173243",="8.12",,,,
="1057057",="D43-D2-NEW",="1",USPS,"USPS First Class",="9400111298370112199202",="3.31",,,,
="1057055",="UN43NU7100-STAND-NEW",="1",USPS,"USPS First Class",="9400111298370112154010",="4",,,,
="1057050",="BN59-01301A-NEW-17",="1",USPS,"USPS First Class",="9400111298370112158117",="2.76",,,,
="1057044",="43UK6500UA-NEW",="1",USPS,"USPS First Class",="9400111298370112109492",="3.67",,,,
="1057004",="X325BV-FSR-REM-Used",="1",USPS,"USPS First Class",="9400111298370112100949",="2.74",,,,
="1057051",="BN59-01301A-NEW-17",="1",USPS,"USPS First Class",="9400111298370112106330",="2.78",,,,
="1057011",="111203301-NEW-2",="1",USPS,"USPS First Class",="9400111298370112433399",="2.76",,,,
="1057053",="CIR-CIR-14",="1",USPS,"USPS First Class",="9400111298370112430336",="2.76",,,,
="1056814",="VizioCord-165",="1",FEDEX,"FedEx One Rate® (2Day)",="393037599057",="8.2",,,,
="1056993",="14222",="1",USPS,"USPS First Class",="9400111298370112413506",="2.84",,,,
="1057039",="CIR-CIR-12",="1",USPS,"USPS First Class",="9400111298370112412561",="2.93",,,,
="1057021",="221553",="1",FEDEX,"FedEx One Rate® (2Day)",="393037672237",="8.2",,,,
="1056999",="BN96-44628B-USED",="1",USPS,"USPS Priority",="9405511298370112445456",="7.84",,,,
="1056984",="EBU62930347",="1",USPS,"USPS First Class",="9400111298370112441059",="3.67",,,,
="1056997",="BN95-02545A",="1",USPS,"USPS First Class",="9400111298370112474033",="3.52",,,,
="1057037",="A-2170-729-A",="1",USPS,"USPS First Class",="9400111298370112476310",="3.67",,,,
="1057052",="Y8388506S",="1",USPS,"USPS First Class",="9400111298370112498541",="4.08",,,,
="1057049",="55.55T16.C10",="1",USPS,"USPS First Class",="9400111298370112429408",="2.78",,,,
="1057026",="55.50T20.C03",="1",USPS,"USPS First Class",="9400111298370112424496",="2.84",,,,
="1057006",="WD12X23540",="1",USPS,"USPS First Class",="9400111298370112426902",="5.12",,,,
="1057030",="205965",="1",USPS,"USPS First Class",="9400111298370112452819",="5.7",,,,
="1056989",="6871L-3959A",="1",USPS,"USPS First Class",="9400111298370112458347",="2.84",,,,
="1057034",="BN94-05758H",="1",USPS,"USPS First Class",="9400111298370112464461",="3.31",,,,
="1057010",="243006",="1",USPS,"USPS First Class",="9400111298370112466892",="5.12",,,,
="1057027",="791.01C10.0003",="1",USPS,"USPS First Class",="9400111298370112489129",="4.32",,,,
="1057024",="08-L141WA2-PW220AB",="1",USPS,"USPS First Class",="9400111298370112482830",="5.4",,,,
="1057048",="02189A-02190A-NEW",="1",USPS,"USPS First Class",="9400111298370112487811",="2.78",,,,
="1057043",="BN96-31644A",="1",USPS,"USPS First Class",="9400111298370112409196",="2.84",,,,
="1057045",="QN49Q6FNAFXZA-USED",="1",USPS,"USPS Priority",="9405511298370112637318",="8.42",,,,
="1056998",="15752",="1",USPS,"USPS First Class",="9400111298370112612756",="3.23",,,,
="1057018",="X325BV-FSR-REM-NEW",="2",USPS,"USPS First Class",="9400111298370112649219",="3.52",,,,
="1057003",="CIR-CIR-12",="1",USPS,"USPS First Class",="9400111298370112644160",="2.74",,,,
="1057041",="EAD61273134-NEW",="3",USPS,"USPS First Class",="9400111298370112640384",="2.78",,,,
="1057025",="00111203302-NEW-6",="1",USPS,"USPS First Class",="9400111298370112624230",="2.84",,,,
="1057017",="RMF-TX600U-NEW",="1",USPS,"USPS First Class",="9400111298370112628580",="3.67",,,,
="1056991",="RC440-NEW",="1",USPS,"USPS First Class",="9400111298370112684289",="2.93",,,,
="1056995",="65S517-USED",="1",USPS,"USPS Priority",="9405511298370112933908",="7.56",,,,
="1057000",="NS-24DF310CA19-NEW",="1",USPS,"USPS First Class",="9400111298370112937071",="3.31",,,,
="1057042",="RMF-TX310U-NEW",="1",USPS,"USPS First Class",="9400111298370112913419",="3.23",,,,
="1056992",="55.55T16.C10",="1",USPS,"USPS First Class",="9400111298370112912399",="2.78",,,,
="1057031",="02189A-02190A-NEW",="1",USPS,"USPS First Class",="9400111298370112911736",="2.74",,,,
="1057023",="BN94-11439A",="1",FEDEX,"FedEx Home Delivery®",="393038954450",="12.58",,,,
="1057002",="UN75MU8000F-USED",="1",USPS,"USPS Priority",="9405511298370112948889",="10.33",,,,
="1056987",="XBR-55X900F-STAND-USED",="1",FEDEX,"FedEx Home Delivery®",="393039012617",="13.93",,,,
="1057040",="6916L-2486A",="1",USPS,"USPS First Class",="9400111298370112973680",="3.31",,,,
="1057001",="RUNTKA684WJQZ",="1",USPS,"USPS Priority",="9405511298370112977049",="9.07",,,,
="1056985",="75SK8070PUA-USED",="1",USPS,"USPS Priority",="9405511298370112997580",="26.67",,,,
="1057009",="OLED55C8A-UA-STAND-USED",="1",FEDEX,"FedEx Home Delivery®",="393039174880",="13.34",,,,
="1056990",="A5G24MMA-001",="1",USPS,"USPS Priority",="9405511298370119129267",="7.8",,,,
="1057029",="UN55NU8000FXZA-STAND-NEW",="1",FEDEX,"FedEx Home Delivery®",="393043951450",="27.51",,,,
="1056957",="48-55-EH-RECT-NEW",="1",USPS,"USPS Priority",="9405511298370119160437",="11.49",,,,
="1057059",="BN94-07455K",="1",USPS,"USPS First Class",="9400111298370114710511",="4.46",,,,
="1057058",="08-L141WA2-PW220AB",="1",USPS,"USPS First Class",="9400111298370114749795",="5.08",,,,
="1057073",="08-L141WA2-PW220AB",="1",USPS,"USPS First Class",="9400111298370114745674",="5.27",,,,
="1057082",="BN94-11955A",="1",USPS,"USPS First Class",="9400111298370114747593",="5.4",,,,
="1057081",="V750DK1-QS3-P2",="1",USPS,"USPS First Class",="9400111298370114774193",="5.7",,,,
="1057065",="AY1R3MMA-001",="1",USPS,"USPS Priority",="9405511298370114770495",="7.56",,,,
="1057060",="55.31T09.C23",="1",USPS,"USPS First Class",="9400111298370114771758",="4.46",,,,
="1057061",="EBT63092611",="1",USPS,"USPS First Class",="9400111298370114793545",="3.25",,,,
="1057064",="LNTVGY25GXAG7",="1",USPS,"USPS First Class",="9400111298370114792463",="4.08",,,,
="1057079",="6871L-5926A",="1",USPS,"USPS First Class",="9400111298370114723221",="3.31",,,,
="1057075",="D24H-G9-USED",="1",USPS,"USPS First Class",="9400111298370114722910",="2.84",,,,
="1057066",="W10168824",="1",FEDEX,"FedEx One Rate® (2Day)",="393050363150",="8.2",,,,
="1057062",="BN39-02189A-NEW",="1",USPS,"USPS First Class",="9400111298370114758162",="2.78",,,,
="1057078",="VizioCord-32",="1",FEDEX,"FedEx One Rate® (2Day)",="393050475227",="8.2",,,,
="1057072",="00424491",="3",USPS,"USPS First Class",="9400111298370114768772",="2.84",,,,
="1057077",="VizioCord-29",="1",FEDEX,"FedEx One Rate® (2Day)",="393050535844",="8.2",,,,
="1057068",="E50-D1-NEW",="1",USPS,"USPS First Class",="9400111298370114134485",="5.27",,,,
="1057070",="BN59-01315A-NEW",="1",USPS,"USPS First Class",="9400111298370114138322",="2.78",,,,
="1057076",="RMF-TX310U-USED",="1",USPS,"USPS First Class",="9400111298370114119000",="3.25",,,,
="1057083",="LC-RCRUS-17-NEW",="1",USPS,"USPS First Class",="9400111298370114118249",="2.93",,,,
